Lark Ascending Vaughan Williams, Ralph
Platee Overture Rameau, Jean-Philippe
Peter Grimes: Sea Interludes  (4) Britten, Benjamin
Daphnis and Chloe Suite No 2 Ravel, Maurice
Suite Bergamesque Debussy, Claude
Lohengrin: Prelude to Act III Wagner, Richard
Suite "William Byrd" (5) Jacob, Gordon
Piano Sonata D537 in A minor Schubert, Franz
Cello Concerto in D minor Lalo, Edouard
Le Tombeau de Couperin Ravel, Maurice
Free Lance Suite Sousa, John Philip
Moorish Rhapsody Humperdinck, Engelbert
Larghetto in A minor Op60 No5 Sor, Fernando
Guitar Concerto in G Krebs, Johann Ludwig
Faust: Mephisto Waltz No 1 Liszt, Franz
Divertimento K166 in E flat Mozart, Wolfgang Amadeus
Piano Concerto in G Ravel, Maurice
Concerts from the Library of Congress Various
Impromptus D899: No4 in A flat Schubert, Franz
Egyptian March Op335 Strauss, Johann Jr
American Scene - East Still, William Grant
Piano Quartet No 1 in G minor Op25 Brahms, Johannes
Northern Ballad No 2 Bax, Arnold
String Quartet Op33 No5 in E minor Boccherini, Luigi
Funeral March of a Marionette Gounod, Charles
Sonata K176 in D minor Scarlatti, Domenico
Kata Kabanova Suite Janacek, Leos
Symphony No  20 in C Haydn, Joseph
Concierto de Aranjuez Rodrigo, Joaquin
Christmas Oratorio BWV248 - Sinfonia Bach, Johann Sebastian
The Potion of Immortality Overture AV34 Hoffmann, E T A
Ball-Szenen Op109 (9) Schumann, Robert
Cello Suite BWV1009 in C Bach, Johann Sebastian
Eugene Onegin: Waltz Tchaikovsky, Peter Ilych
Chamber Symphony Schreker, Franz
Violin Concerto RV291 in F Vivaldi, Antonio
16d. Four Seasons: RV297 Winter Concerto in F minor Vivaldi, Antonio
Symphony No 4 in F minor Op36 Tchaikovsky, Peter Ilych
"Erinnerung" Bruckner, Anton
Divertimento in C Haydn, Joseph
Cello Sonata in G minor Handel, George Frideric
Valse Triste Op44 No1 Sibelius, Jean
Piano Trio in G minor Op17 Schumann, Clara
The Counterplan Suite Op33 Shostakovich, Dmitri
Damnation of Faust: Rakoczy March Berlioz, Hector
String Quartet Op 17 No3 in E flat Haydn, Joseph
English Suite (7) Parry, Charles Hubert
String Trio in C Op74 Dvorak, Antonin
Keltic Lament Op29 No2 Foulds, John
Caprices Op1: No 24 in A minor Paganini, Nicolo
Hungarian Dance No  2 Brahms, Johannes
Marriage of Figaro: "Deh, vieni, non tardar" Mozart, Wolfgang Amadeus
Preludi Mediterranei Op176 Castelnuovo-Tedesco, Mario
Prelude to the Afternoon of a Faun Debussy, Claude
Carmen: Habanera Bizet, Georges
Adagio Serioso Lyon, David
Overture "Othello" Op93 Dvorak, Antonin
Violin Concerto RV204 in D Vivaldi, Antonio
Cello Concerto RV419 in A minor Vivaldi, Antonio
Ouverture Op1 No1 Jean-Noel Hamal
Scherzos D593: No 2 in D flat Schubert, Franz
Violin Concerto RV235 in D minor Vivaldi, Antonio
Liberty Bell Sousa, John Philip
Symphony No 16 in A (Perger 6) Haydn, Michael
Russian Easter Overture Op36 Rimsky-Korsakov, Nikolai
Forza del Destino Overture Verdi, Giuseppe
Symphony No  32 in C Haydn, Joseph
Frohsinns-Spenden (Waltz) Op73 Strauss, Johann Jr
Concert No 9 in E "Ritratto dellamore" Couperin, Francois
Nocturne No 17 in E "Pastorale Field, John
Rhapsodic Overture Nielsen, Carl
Songs without Words Op 38: No6 in A flat "Duetto" Mendelssohn, Felix
Festival of Nine Lessons and Carols Various
16d. Four Seasons: RV297 Winter Concerto in F minor Vivaldi, Antonio
"Staendchen" D920 Schubert, Franz
Egmont Overture Op84 Beethoven, Ludwig van
Trio Sonata RV60 in C Vivaldi, Antonio
Piano Trio No 2 in C minor Op66 Mendelssohn, Felix
Dances of Galanta Kodaly, Zoltan
Bolero Ravel, Maurice
Contredanses WoO14 (12) Beethoven, Ludwig van
Thieving Magpie Overture Rossini, Gioacchino
Piano Sonata No 26 in E flat Op81a "Les Adieux" Beethoven, Ludwig van
Four Seasons: III. LAutunno (Autumn) Vivaldi, Antonio
Art of the Fugue: Contrapunctus No14 (unfinished) Bach, Johann Sebastian
Danse "Penser ne doit vilenie" Anon French
Gaspard de la Nuit Ravel, Maurice
Symphonie Concertante in E flat Bach, Johann Christian
Symphony No 2 in B minor: III. Andante Borodin, Alexander
Suite No 12 in E minor Handel, George Frideric
Forza del Destino Overture Verdi, Giuseppe
Finlandia Sibelius, Jean
Trovatore: "Chi del gitano i giorni abbella" (Anvil Chorus) Verdi, Giuseppe
Traviata: "Ah, fors e lui"-"Sempre libera Verdi, Giuseppe
String Quartet Op41 No1 in C minor Boccherini, Luigi
Symphony in A Stamitz, Jan Vaclav
Slavonic Dances Op72: No2 in E minor Dvorak, Antonin
American Pieces: No1 Early Song Foss, Lukas
German Dances K586 (12) Mozart, Wolfgang Amadeus
Queen of the Sea Waltz Sousa, John Philip
Peer Gynt: Overture Grieg, Edvard
Concierto de Aranjuez Rodrigo, Joaquin
Russian Suite Bax, Arnold
Overture: Heigham Sound Hedges, Anthony
Naiades - Fantasy-Sonata for Flute and Harp Alwyn, William
Aida: Act I Scene 1 Excerpts Verdi, Giuseppe
Piano Concerto in A minor Op54 Schumann, Robert
Liebesleid Kreisler, Fritz
Concertino for Horn and String Orchestra Op45 No5 Larsson, Lars-Erik
Lark Ascending Vaughan Williams, Ralph
Capriccio Prelude Strauss, Richard
Candide Overture Bernstein, Leonard
Ghost Rags: I. The Graceful Ghost Rag Bolcom, William
Piece en Forme de Habanera Ravel, Maurice
String Sextet Op23 No3 in E Boccherini, Luigi
Nocturnes Op27: No1 in C sharp minor Chopin, Frederic
Symphony No 6 in F Op68 "Pastoral" Beethoven, Ludwig van
Symphony No 6 in F Op68 "Pastorale" Beethoven, Ludwig van
Images for Orchestra (3) Debussy, Claude
Harvest Hymn Grainger, Percy
WTC BWV872 Prelude and Fugue in C sharp Bach, Johann Sebastian
Piano Concerto No 24 in C minor K491 Mozart, Wolfgang Amadeus
Danza alta sobre "La Spagna" Torre, Francisco de la
Concerto for Oboe and Violin BWV1060 Bach, Johann Sebastian
Piano Sonata No  8 in C minor Op13 "Pathetique" Beethoven, Ludwig van
Concerti Grossi Op6: No12 in F Corelli, Arcangelo
Concerto RV562a in D Vivaldi, Antonio
Oboe Sonata HWV357 in B flat "Fitzwill" Handel, George Frideric
Cello Concerto Op120 Bliss, Arthur
Quintet for Piano and Winds in B flat Rimsky-Korsakov, Nikolai
Emperor Waltz Op437 Strauss, Johann Jr
Symphony Wq183 No2 in E flat Bach, Carl Philipp Emanuel
Ballet Royal de Flore Lully, Jean-Baptiste
Fidelio: Overture Beethoven, Ludwig van
Silent Night arr. Breiner
Concerto in G Groneman, Johannes
Waltz Op64 No1 in D flat "Minute" Chopin, Frederic
Regina Overture Lortzing, Albert
Symphony Wq183 No1 in D Bach, Carl Philipp Emanuel
17. Rodeo Suite Copland, Aaron
Symphony in D minor Kraus, Joseph Martin
Violin Sonata BWV1001 in G minor Bach, Johann Sebastian
Fleurs et baisers, Waltz Waldteufel, Emile
Concerto for Two Mandolins RV532 in G Vivaldi, Antonio
Violin Concerto BWV1042 in E Bach, Johann Sebastian
Concerto for Two Flutes RV533 in C Vivaldi, Antonio
Gemer Dances Suite Op51 Moyzes, Alexander
Moorside Suite (3) Holst, Gustav
Symphony No  51 in B flat Haydn, Joseph
Clavier Concerto BWV1052 in D minor Bach, Johann Sebastian
Suite Pastorale Chabrier, Emmanuel
Overture in A Bizet, Georges
Violin Concerto No 1 in G minor Op26 Bruch, Max
Marriage of Figaro Overture Mozart, Wolfgang Amadeus
La Mourisque Susato, Tielman
Symphony in E flat Haydn, Michael
La calamita decori: Sinfonia Salieri, Antonio
Piano Quintet in A minor Op84 Elgar, Edward
Symphony No  32 in C Haydn, Joseph
Intermezzo Op116 No4 in E Brahms, Johannes
Piano Sonatas H16: No26 in A Haydn, Joseph
Prelude and Fugue in E flat "St Anne" (Bach) Schoenberg, Arnold
Piano Concerti H18: No11 in D Haydn, Joseph
Sonata in C Telemann, Georg Philipp
Piano Quartet in C Op23 Foote, Arthur
Symphony No  89 in F Haydn, Joseph
Piano Concerto No 1 in B flat minor Op23 Tchaikovsky, Peter Ilych
Introduction and Allegro Ravel, Maurice
String Quartet No 12 in F Op96 "American" Dvorak, Antonin
Traviata: "Libiamo, libiamo ne lieti calici" Verdi, Giuseppe
Songs without Words Op 62: No6 in A "Spring Song" Mendelssohn, Felix
Variations (8) D908 in C on a Theme from "Marie" Schubert, Franz
Scottish Dances Op59 (4) Arnold, Malcolm
Abschiedsd-Rufe (Waltz) Op179 Strauss, Johann Jr
Cavalleria Rusticana  Pagliacci Mascagni, Pietro -- Leoncavallo, Ruggero
O Holy Night Traditional
Wasps Overture Vaughan Williams, Ralph
Sonatas Op4: No 1 in C Corelli, Arcangelo
Serenade No 2 in A Op16 Brahms, Johannes
Emperor Waltz Op437 Strauss, Johann Jr
Piano Sonata No 2 in B flat minor Op35 - III "Funeral March" Chopin, Frederic
La Valse Ravel, Maurice
Marche Militaire Op51 No1 in D Schubert, Franz
Concerto Grosso in D minor, RV566 Vivaldi, Antonio
Serenade for Strings in E minor Op20 Elgar, Edward
Grand Concert Overture in F WoO1 Spohr, Louis
Forest of Arden Lloyd, George
Lark Ascending Vaughan Williams, Ralph
Azire VB18: Ballet Music Kraus, Joseph Martin
Symphony No  41 in C Haydn, Joseph
Sonata K227 in B minor Scarlatti, Domenico
Rosenkavalier Waltz Sequence No 2 Strauss, Richard
Variations Op66 on "Ein Madchen oder Weibchen" (Mozart) Beethoven, Ludwig van
String Symphony No  6 in E flat Mendelssohn, Felix
"Staendchen" (Schubert) Liszt, Franz
American Pieces: No1 Early Song Foss, Lukas
Holberg Suite Op40 (5) Grieg, Edvard
Nocturne No 10 in E minor Op 99 Faure, Gabriel
Goetterdaemmerung: Rhine Journey Wagner, Richard
Sonata K 17 in F Scarlatti, Domenico
Italian Concerto BWV971 in F Bach, Johann Sebastian
New England Autumn Coolidge, Peggy Stuart
Symphony No 1 in C minor Op68 Brahms, Johannes
Cello Sonata RV41 in F Vivaldi, Antonio
Liebesfreud (Kreisler) Rachmaninov, Sergei
Horn Concerto in F minor Op40 Goedicke, Alexander
Ballades: No 4 in F minor Op52 Chopin, Frederic
The Consul Menotti, Gian Carlo
Symphony in D Vanhal, Jan Krtitel
Danzas Espanolas Op37: 9. Arabesca- Bolero . Valenciana Granados, Enrique
Roses from the South Strauss, Johann Jr.
Piano Sonatas H16: NoG1 in G Haydn, Joseph
Scapino - A Comedy Overture Walton, William
Hungarian Rhapsody No  8 Liszt, Franz
Elegie in C minor Op24 Faure, Gabriel
Violin Concerto in D minor Op47 Sibelius, Jean
Piano Trio No 4 in G Op65 Hummel, Johann Nepomuk
String Symphony No  1 in C Mendelssohn, Felix
String Quartet No 3 in D Op44 No1 Mendelssohn, Felix
Dance in the Sunlight Bax, Arnold
Nutcracker Suite Tchaikovsky, Peter Ilych
Violin Partita No 1 in B minor BWV1002 Bach, Johann Sebastian
92. Daphnis and Chloe Suite No 1 Ravel, Maurice
The Pearl Fishers Bizet, Georges
Marche Militaire Op51 No3 in E flat Schubert, Franz
Piano Sonata K533 in F Mozart, Wolfgang Amadeus
Concerto for Flute and Violin in A Telemann, Georg Philipp
Sonata Op5 No5 Corelli, Arcangelo
Our Town Copland, Aaron
Symphony No 3 in F Op90 Brahms, Johannes
Suite of Cotswold Folkdances (6) Lane, Philip
Sorcerers Apprentice Dukas, Paul
Octet-Partita in E flat Hummel, Johann Nepomuk
Sacrae Symphoniae: Exaudi me Domine Gabrieli, Giovanni
Lullaby (Tchaikovsky) Rachmaninov, Sergei
Silent Night Traditional
Kinderszenen Op15 Schumann, Robert
Minuets WoO17 (12) Beethoven, Ludwig van
Piano Concerto No 1 in E minor Op11 Chopin, Frederic
Wind Quintet in A flat Op14 Holst, Gustav
Four Seasons: RV297 Winter Concerto in F minor Vivaldi, Antonio
Scrooge: Suite Addinsell, Richard
LIsle Joyeuse Debussy, Claude
Trio in G WoO37 for Piano, Flute and Bassoon Beethoven, Ludwig van
Sonata K 87 in B minor Scarlatti, Domenico
42. Daphnis and Chloe Suite No 1 Ravel, Maurice
String Quintet Op39 No3 Boccherini, Luigi
Voices of Spring Op410 Strauss, Johann Jr
Piano Sonata No 2 in B flat minor Op35 "Funeral March" Chopin, Frederic
92. Candide Overture Bernstein, Leonard
Te Deum in C Britten, Benjamin
Romeo and Juliet Tchaikovsky, Peter Ilych
String Quartet Op39 in A Boccherini, Luigi
Symphony in G minor Rosetti, Antonio
La Mer Debussy, Claude
We Three Kings of Orient Are/"We Wish You a Merry Christmas" Schwarz, Gerard
Sonata in G minor Soler, Antonio
Bartered Bride Overture Smetana, Bedrich
Firebird Suite Stravinsky, Igor
Organ Concertos H18: No10 in C Haydn, Joseph
Piano Concerto No 2 in A Liszt, Franz
Concierto del Sur (Concerto of the South) Ponce, Manuel
Scherzo con Variazioni VB193 Kraus, Joseph Martin
Concerto for Two Trumpets RV537 in C Vivaldi, Antonio
Concerto for Two Violins BWV1043 in D minor Bach, Johann Sebastian
String Quartet Op 64 No6 in E flat Haydn, Joseph
English Folk Song Suite (3) Vaughan Williams, Ralph
Symphonies Op2: No6 in F Boyce, William
Amelia Goes to the Ball Overture Menotti, Gian Carlo
Sonata K 98 in E minor Scarlatti, Domenico
Cello Sonata RV39 in E flat Vivaldi, Antonio
Concerto for Two Violins and String Orchestra, Op. 77 Arnold, Malcolm
Concerti Grossi Op6: No11 in A Handel, George Frideric
Childrens Overture Quilter, Roger
Escales (3) Ibert, Jacques
Adagio for Strings Op11 No2 Barber, Samuel
Scherzo Pfitzner, Hans
Ottone Overture Handel, George Frideric
String Symphony No  8 in D Mendelssohn, Felix
Concerto No  9 in E minor Op5 Albinoni, Tomaso
Concerti Grossi Op6: No 7 in B flat Handel, George Frideric
Mazurkas Op33: No4 in B minor Chopin, Frederic
Old American Songs: "Long Time Ago" Copland, Aaron
Faust: Mephisto Waltz No 1 Liszt, Franz
Allegro WO14 in G Clementi, Muzio
Piano Trio No 1 in D minor Op32 Arensky, Anton
Brandenburg Concerto No 2 in F BWV1047 Bach, Johann Sebastian
Concerto RV118 in C minor Vivaldi, Antonio
Matinees musicales (5) Britten, Benjamin
Violin Partita BWV1004 in D minor: Chaconne Bach, Johann Sebastian
Phanton Menace: Duel of the Fates Williams, John
Symphony No  63 in C "La Roxelane" Haydn, Joseph
Trumpet Tune and Air Purcell, Henry
Overture Op8 No2 in D Arnold, Samuel
Canzonetta Herbert, Victor
Water Goblin Op107 Dvorak, Antonin
String Quartet Op33 No3 in G Boccherini, Luigi
39. Firebird Suite Stravinsky, Igor
Lo, How a Rose eer Blooming Praetorius, Michael
Music for Strings, Percussion and Celesta Bartok, Bela
Preludes Gershwin, George
Fidelio Overture Op72b Beethoven, Ludwig van
Concertino for Trumpet and String Orchestra Op45 No6 Larsson, Lars-Erik
Handel in the Strand Grainger, Percy
Pavane Op50 Faure, Gabriel
1. Symphony No 9 in D minor Op125 "Choral" Beethoven, Ludwig van
Rosamunde Overture Schubert, Franz
LArlesienne Suite No 2 Bizet, Georges
Egmont Overture Op84 Beethoven, Ludwig van
Romance in C Op42 Sibelius, Jean
Carol Symphony Hely-Hutchinson, Victor
Sonatina Canonica Op196 Castelnuovo-Tedesco, Mario
Piano Sonata No 21 Cimarosa, Domenico
Variations on a Theme by Haydn Op56 Brahms, Johannes
82. Prince Igor: Polovetsian Dances Borodin, Alexander
Wind Sextet in B Pleyel, Ignaz Joseph
Piano Sonata in E Seixas, Carlos
Damnation of Faust Suite Berlioz, Hector
Polonaise Op53 in A flat "Heroic" Chopin, Frederic
Rondo D438 in A Schubert, Franz
Symphony No 2 in D Op73 Brahms, Johannes
Girl Crazy: "I Got Rhythm" Gershwin, George
Leonore Overture No 3 Op72a Beethoven, Ludwig van
Violin Sonata BWV1016 in E Bach, Johann Sebastian
Pavan 1 in G minor Purcell, Henry
Ancient Airs and Dances Suite No 2 (4) Respighi, Ottorino
Dirait-On Lauridsen, Morten
Nocturne Boulanger, Lili
Alcina Suite (10) Handel, George Frideric
Concertino for Trombone and String Orchestra Op45 No7 Larsson, Lars-Erik
La Wally: "Ebben? Ne andro lontana" Catalani, Alfredo
Symphony No  85 in B flat "The Queen" Haydn, Joseph
The Elixir of Love Donizetti, Gaetano
Bassoon Concerto RV492 in G Vivaldi, Antonio
Cavalleria Rusticana: Intermezzo Mascagni, Pietro
Flute Concerto in E minor Dittersdorf, Karl Ditters von
Cello Sonata Debussy, Claude
Les Silvains Couperin, Francois
Octet in B flat Pleyel, Ignaz Joseph
March K248 in F Mozart, Wolfgang Amadeus
Pavan 3 in A major Purcell, Henry
Candide Overture Bernstein, Leonard
Piano Concerti H18: No 2 in D Haydn, Joseph
Forza del Destino Overture Verdi, Giuseppe
Piano Sonata in G Op37 "Grand Sonata" Tchaikovsky, Peter Ilych
Skazka Op29 Rimsky-Korsakov, Nikolai
Sugar Cane Joplin, Scott
Wind Suite No 2 in F Op28 No2 Holst, Gustav
Symphony No 5 in C minor Op67 Beethoven, Ludwig van
China Gates Adams, John
Overture "Waverly" Op1 Berlioz, Hector
Capriccio in B flat minor Op33 No3 Mendelssohn, Felix
Highland Memories Op30 MacCunn, Hamish
Piano Concerto No 1 in B flat minor Op23 Tchaikovsky, Peter Ilych
Romances Op94: No2 Einfach, innig Schumann, Robert
Piano Concerto in A minor Op54 Schumann, Robert
Brandenburg Concerto No 3 in G BWV1048 Bach, Johann Sebastian
Concerto Grosso No 1 in D minor "Bona Nova" Muffat, Georg
Sonata No 6 in G minor Purcell, Henry
Magnificient 7 (Main Titles) Bernstein, Elmer
Bring a Torch Jeanette Isabella Traditional
Piano Sonata No  3 in C Op2 No3 Beethoven, Ludwig van
Falstaff Overture Salieri, Antonio
Flute Concerto RV435 in G Vivaldi, Antonio
Alcina Suite Handel, George Frideric
Variations on "La ci darem la mano" (Mozart) Beethoven, Ludwig van
Capriccio Espagnol Op34 Rimsky-Korsakov, Nikolai
Italian Girl in Algiers Overture Rossini, Gioacchino
Violin Sonata K296 in C Mozart, Wolfgang Amadeus
Pour le Piano Debussy, Claude
Concerto for Strings Charpentier, Marc-Antoine
Macbeth: Ballet - No3 Verdi, Giuseppe
Chrysanthemum Joplin, Scott
Symphony No 5 in E minor Op64 Tchaikovsky, Peter Ilych
Symphony Wq182 No1 in G Bach, Carl Philipp Emanuel
String Quintet No 2 in B flat Op87 Mendelssohn, Felix
Rondo in A WoO49 Beethoven, Ludwig van
Divertimento No 3 in A Op16 G463 Boccherini, Luigi
Passagallo Op7 No7 Vitali, Giovanni Battista
Symphony in G Op11 No1 Saint-Georges, Chevalier de
Symphony No. 94 in G major "Surprise" Haydn, Franz Josef
Symphony No 10 in F minor Op30 Miaskovsky, Nikolai
Sorcerers Apprentice Dukas, Paul
Les Francs-juges Overture Op3 Berlioz, Hector
Cortege Bax, Arnold
Corelli Variations Op42 Rachmaninov, Sergei
Khovanshchina Prelude "Dawn" Mussorgsky, Modest
Trio in E Graun, Johann Gottlieb
Harpsichord Concerto No 3 in E minor Scarlatti, Alessandro
Church Sonata K 69 in D Mozart, Wolfgang Amadeus
Divertimento in A Telemann, Georg Philipp
Rondo Op51 No2 in G Beethoven, Ludwig van
Sinfonietta Op48 Prokofiev, Serge
Violin Concerto RV236 in D minor Vivaldi, Antonio
Notturno No 5 in C Haydn, Joseph
Christmas Eve: Polonaise Rimsky-Korsakov, Nikolai
Abu Hassan Overture Weber, Carl Maria von
Daphnis and Chloe Ravel, Maurice
Canon in D Pachelbel, Johann
Duo for Clarinet and Bassoon in F Tausch, Franz
Pieces: No1 Valse Ponce, Manuel
Brandenburg Concerto No 4 in G BWV1049 Bach, Johann Sebastian
Lohengrin Wagner, Richard
Prelude Finzi, Gerald
Piano Concerto C Anderson, Leroy
Roman Carnival Overture Berlioz, Hector
Concerti Op 5: No4 in D Fesch, Willem de
Spartacus: Adagio of Spartacus and Phrygia Khachaturian, Aram
"An die Musik" D547 Schubert, Franz
Tangos for String Orchestra Piazzolla, Astor
Candide Overture Bernstein, Leonard
Sonata K175 in C minor Scarlatti, Domenico
Arabesque No 1 Debussy, Claude
King Arthur: Air Purcell, Henry
Hofball-Tanze (Waltz) Op298 Strauss, Johann Jr
"Almighty and Everlasting God" Gibbons, Orlando
Serenade No 2 in A Op16 Brahms, Johannes
Capriol Suite Warlock, Peter
Wall Street Rag Joplin, Scott
Hungarian Rhapsody No  2 Liszt, Franz
Prelude Marine et Chanson Ropartz, Joseph-Guy
Fountains of Rome (4) Respighi, Ottorino
Tragic Overture Op81 Brahms, Johannes
Ballet Suite No 3 (6) Shostakovich, Dmitri
Piano Sonata Op8 No2 in E flat Clementi, Muzio
Romance No 2 in F Op50 Beethoven, Ludwig van
Flute Concerto RV439 in G minor "La Notte" Vivaldi, Antonio
Piano Trio WoO39 in B flat Beethoven, Ludwig van
Concertino for Flute and String Orchestra Op45 No1 Larsson, Lars-Erik
Oboe Quintets Op45: No5 in E flat Boccherini, Luigi
O magnum Mysterium Lauridsen, Morton
Cello Concerto No 1 in C Haydn, Joseph
String Quartet Op 71 No3 in E flat Haydn, Joseph
Clavier Concerto BWV1058 in G minor Bach, Johann Sebastian
Afternoon Cakewalk: Graceful Ghost Bolcom, William
Izeyl (4) Pierne, Gabriel
Cello Concerto in E minor Op85 Elgar, Edward
Mathis der Maler Symphony Hindemith, Paul
Journey to the Centre of the Earth Herrmann, Bernard
Symphony No 4 in C minor Op12 Taneyev, Sergei
Symphony No 10 in F Haydn, Michael
Bassoon Concerto RV476 in C Vivaldi, Antonio
Santa Claus Symphony Fry, William Henry
Cleveland Orchestra Various
Joy to the World Trad.
String Quintet Op25 No4 in C Boccherini, Luigi
Piano Concerto No 4 in G Op58 Beethoven, Ludwig van
Sonata in D G7 Torelli, Giuseppe
Concerto RV441 in C minor Vivaldi, Antonio
Concerto RV157 in G minor Vivaldi, Antonio
Chromatic Fantasia and Fugue in Dn minor BWV903 Bach, Johann Sebastian
Symphony No 1 in E flat Borodin, Alexander
Piano Concerto in B minor Op89 Hummel, Johann Nepomuk
Poet and Peasant Overture Suppe, Franz von
Sonata K516 in D minor Scarlatti, Domenico
Sonatas Op5: No 1 in D Corelli, Arcangelo
Piano Sonatas H52: in E flat Haydn, Joseph
Axur Overture Salieri, Antonio
Samson and Delilah: Bacchanale Saint-Saens, Camille
Concertino for Clarinet and String Orchestra Op45 No3 Larsson, Lars-Erik
Mother Goose Suite Ravel, Maurice
Siegfried-Idyll Wagner, Richard
String Quartet in F Ravel, Maurice
Pearl Fishers: "Au fond du temple saint" Bizet, Georges
Carols and Cheer Various
Symphony Op18 No6 in D Bach, Johann Christian
Liebesleid Kreisler, Fritz
Oboe Concerto in E minor Telemann, Georg Philipp
30. Symphony No 41 in C K551 "Jupiter" Mozart, Wolfgang Amadeus
Concerts Royaux: No 4 in E minor Couperin, Francois
Concerto for Strings and Basso Continuo in A "La Piazza" Durante, Francesco
Allegretto in C Op35 No13 Sor, Fernando
Violin Concerto Op11 No3 RV336 Vivaldi, Antonio
Prince Igor: Polovetsian March Borodin, Alexander
Sonata for Strings Op2 No9 in F sharp minor Corelli, Arcangelo
Les Indes Galantes Rameau, Jean-Philippe
American Ballads (5) Harris, Roy
Overture "Carnival" Op92 Dvorak, Antonin
Ritmos Op43 Turina, Joaquin
Ermione Overture Rossini, Gioacchino
Piano Concerto No 2 in B flat Op19 Beethoven, Ludwig van
Oboe Sonata HWV367b in A minor Handel, George Frideric
Concerto No  3 in D Op5 Albinoni, Tomaso
Nights in the Gardens of Spain Falla, Manuel de
Piano Concerto No 26 in D K537 "Coronation" Mozart, Wolfgang Amadeus
Serse: "Ombra mai fu" (Largo) Handel, George Frideric
Suite Bergamasque: No3 Clair de Lune Debussy, Claude
Violin Sonata in G Cadman, Charles Wakefield
Concerto for Two Violins BWV1043 in D minor Bach, Johann Sebastian
French Suite BWV813 in C minor Bach, Johann Sebastian
El Salon Mexico Copland, Aaron
Fantasia D940 in F minor Schubert, Franz
Norwegian Dances Op35: No4 in D Grieg, Edvard
Berceuse Heroique Debussy, Claude
Sonata K135 in E Scarlatti, Domenico
Clarinet Rapsodie No 1 Debussy, Claude
Sonatas Op2: No12 in G Corelli, Arcangelo
Concerto in G Seibel 215 Heinichen, Johann David
Symphony No  23 in G Haydn, Joseph
Prince of Denmarks March Clarke, Jeremiah
Clarinet Rapsodie No 1 Debussy, Claude
Adventures in a Perambulator (6) Carpenter, John Alden
Symphonic Variations Franck, Cesar
German Dances K509 (6) Mozart, Wolfgang Amadeus
Prague Waltzes Dvorak, Antonin
Quartet Op40 No2 Danzi, Franz
Oboe Concerto RV451 in C Vivaldi, Antonio
Tales of Hoffmann: Barcarolle Offenbach, Jacques
String Quartet No 2 in C Chadwick, George Whitefield
Hungarian Rhapsody No  3 Liszt, Franz
Piano Sonata D566 in E minor Schubert, Franz
Eugene Onegin Tchaikovsky, Pyotr Ilyich
Fahrenheit 451 Herrmann, Bernard
Ballade in G minor Op24 Grieg, Edvard
Traviata: Prelude to Act I Verdi, Giuseppe
Suite Pastorale (4) Chabrier, Emmanuel
Prelude, fugue  postlude in G minor Boehm, Georg
Summer Music Op31 Barber, Samuel9
Piece en Forme de Habanera Ravel, Maurice
Concerto RV344 in A Vivaldi, Antonio
Preludes (5) Still, William Grant
Marriage of Figaro: "Porgi, Amor" Mozart, Wolfgang Amadeus
Carnevals Spende Waltz Op60 Strauss, Johann Sr
Pomp and Circumstance Marches Op39: No2 in A minor Elgar, Edward
Symphony No  64 in A Haydn, Joseph
Concert No 3 Rameau, Jean-Philippe
Piano Trio No 4 in E minor Op90 "Dumky" Dvorak, Antonin
Wind Quintet Op 88 No2 in E flat Reicha, Antonin
Music for a Scene from Shelley Op7 Barber, Samuel
Leonore Overture No 3 Op72a Beethoven, Ludwig van
Symphonie Fantastique Op14 - V Berlioz, Hector
Quiet City Copland, Aaron
Piano Quartet in E flat Op16 Beethoven, Ludwig van
Traviata: "Libiamo, libiamo ne lieti calici" Verdi, Giuseppe
Capriccio in E minor Op81 No3 Mendelssohn, Felix
Symphony Op.35 No.3 G510 in E flat Boccherini, Luigi
Concerto in A minor TWV43:a3 Telemann, Georg Philipp
Guitar Concerto in A Torelli, Giuseppe
Noels Charpentier, Marc-Antoine
Suite No  8 in F minor HWV433 Handel, George Frideric
William Tell Overture Rossini, Gioacchino
Sonata for Piano Four-Hands K19d in C Mozart, Wolfgang Amadeus
Symphony No 3 in D D200 Schubert, Franz
Horn Concerto No 4 in E flat K495 Mozart, Wolfgang Amadeus
Music for Movies (5) Copland, Aaron
Pavane for a Dead Princess Ravel, Maurice
Slavonic Dances Op46: No5 in A Dvorak, Antonin
Simple Symphony Op4 Britten, Benjamin
Ma Vlast: No4 From Bohemias Woods and Meadows Smetana, Bedrich
Variations for Wind Band Williams, Vaughan
Sonatas Op5: No 2 in B flat Corelli, Arcangelo
Lonely Waters Moeran, Ernest John
Sextet Copland, Aaron
Violin Concerto RV317 in G minor Vivaldi, Antonio
"Exsultate, Jubilate" K165 Mozart, Wolfgang Amadeus
Liebesfreud (Kreisler) Rachmaninov, Sergei
Slavonic Dances Op46: No5 in A Dvorak, Antonin
Preludes Op23: No 5 in G minor Rachmaninov, Sergei
Sonata RV 68 in F Vivaldi, Antonio
Sonata K391 in G Scarlatti, Domenico
Symphony No 103 in E flat "Drum-roll" Haydn, Joseph
Solomon: Overture Handel, George Frideric
Symphony No 6 in C D589 Schubert, Franz
Variations on "St Patricks Day" Op107 No4 Beethoven, Ludwig van
Songs Op34: No14 "Vocalise" Rachmaninov, Sergei
